length,multiplicity,first_sorted_step,padded,area_under_entropy_curve,halfway_information_removed,maximum_step_gain,gain_unevenness,normalized_gain_entropy,curvature,stall_fraction,curve_1,curve_2,curve_3,curve_4,curve_5,curve_6,curve_7,trajectory_pc1,trajectory_pc2
7,60,7,False,0.49248217515342263,0.5089100146329774,0.21810429198553158,0.0934322379853608,0.8216253356652808,0.5704739270036232,0.2857142857142857,0.8091587445126258,0.7818957080144344,0.6455805255234772,0.49108998536702264,0.336599445210568,0.20028426271961083,0.17524872987965942,2.9657164174361816,2.9057345799872096
7,72,6,True,0.4643172007084774,0.5089100146329774,0.21810429198553158,0.0934322379853608,0.8216253356652808,0.5090876788326774,0.2857142857142857,0.8091587445126258,0.7818957080144344,0.6455805255234772,0.49108998536702264,0.336599445210568,0.150213197039708,0.0,2.137387351584886,3.9949208073110336
7,24,7,False,0.5218001842937777,0.4725592993019827,0.21810429198553155,0.0802141287130281,0.8843176028276566,0.4588389489531491,0.14285714285714285,0.8091587445126258,0.7818957080144344,0.6455805255234772,0.5274407006980173,0.4262736496089586,0.2932108905053856,0.19084125548734004,4.0248655472624275,2.3525422083415823
7,24,7,False,0.5110660513650986,0.4725592993019827,0.2181042919855315,0.07433965615613458,0.8948508737680934,0.3868516744283118,0.14285714285714285,0.8091587445126258,0.7818957080144344,0.6455805255234772,0.5274407006980173,0.4262736496089586,0.2741279875210671,0.12405109504222543,3.7091757773705134,2.7676489136941487
7,24,7,False,0.5358826715162504,0.4725592993019827,0.21810429198553155,0.08496729255097711,0.8734188798948772,0.47255929930194845,0.14285714285714285,0.8091587445126258,0.7818957080144344,0.6455805255234772,0.5274407006980173,0.46382694886888565,0.3683174890252396,0.19084125548734004,4.515545256457394,1.9920902168539314
7,48,7,False,0.5121530629545944,0.4180332263057088,0.2181042919855315,0.06733010674920477,0.9082752940654334,0.32887148177170655,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.6364928466906741,0.5819667736942912,0.4523341021780541,0.289603138718343,0.15482533582117008,3.6293161530027627,1.4669757136401755
7,48,7,False,0.517941335758086,0.4180332263057088,0.21810429198553155,0.07301892178784569,0.8993156520096364,0.39575818972316495,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.6364928466906741,0.5819667736942912,0.4523341021780541,0.29989340148010585,0.19084125548734004,3.7995486740221147,1.2431336139471802
7,48,7,False,0.5138272401015065,0.4180332263057088,0.2181042919855315,0.06635903992644777,0.9096135263144696,0.3020846474211134,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.6364928466906741,0.5819667736942912,0.45679857456981965,0.29853208350187405,0.15482533582117008,3.6876499361342514,1.4241238738213842
7,48,7,False,0.517109571289478,0.4180332263057088,0.2181042919855315,0.0682498697816924,0.9068972781492537,0.3400138078154507,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.6364928466906741,0.5819667736942912,0.45679857456981965,0.30436733894715673,0.17524872987965942,3.784182966265757,1.2971906884054956
7,48,7,False,0.5166883649503259,0.4180332263057088,0.21810429198553155,0.07474420788357362,0.8962393814087131,0.41580572264732557,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.6364928466906741,0.5819667736942912,0.44899284669069395,0.2932108905053856,0.19084125548734004,3.755891091247931,1.275204356550964
7,48,7,False,0.5059542320216468,0.4180332263057088,0.2181042919855315,0.0684015690197597,0.9067726523491497,0.3438184481224883,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.6364928466906741,0.5819667736942912,0.44899284669069395,0.2741279875210671,0.12405109504222543,3.440201321356016,1.6903110619035304
