truth_table,minimum_gates,minimum_formula_count,all_formula_count_at_minimum,minimum_probability,boundary_surprisal_bits,canonical_baseline_nand_gates,compression_gain,triad_score,witness
180,8,192,28146690,6.8214059983607306e-06,17.161499437435,223,215,3689.7223790485255,"NAND(NAND(x0, x2), NAND(NAND(x1, x2), NAND(NAND(x2, x2), NAND(x1, NAND(x0, x0)))))"
181,5,16,30618,0.0005225684238029917,10.902092427105698,279,274,2987.1733250269613,"NAND(NAND(x0, x2), NAND(NAND(x0, x0), NAND(x1, x2)))"
182,10,3840,2975361012,1.2905996900923295e-06,19.563526985159218,287,277,5419.096974889103,"NAND(NAND(x0, NAND(x1, NAND(x0, x2))), NAND(NAND(x1, x2), NAND(NAND(x2, x2), NAND(x1, NAND(x0, x0)))))"
183,5,32,30618,0.0010451368476059833,9.902092427105698,103,98,970.4050578563584,"NAND(NAND(x0, x2), NAND(NAND(x0, x1), NAND(x1, x2)))"
184,4,24,3402,0.007054673721340388,7.147204924942229,215,211,1508.0602391628104,"NAND(NAND(x0, x1), NAND(x2, NAND(x1, x1)))"
185,6,48,288684,0.0001662717712100428,12.55416912368539,295,289,3628.154876745078,"NAND(NAND(x0, x1), NAND(NAND(x1, x1), NAND(x0, NAND(x0, x2))))"
186,4,12,3402,0.003527336860670194,8.147204924942228,303,299,2436.014272557726,"NAND(NAND(x0, x0), NAND(x2, NAND(x1, x1)))"
187,2,6,54,0.1111111111111111,3.1699250014423126,111,109,345.52182515721205,"NAND(x1, NAND(x0, x0))"
188,6,480,288684,0.001662717712100428,9.232241028798029,319,313,2889.691442013783,"NAND(NAND(x1, NAND(x1, x2)), NAND(x2, NAND(x1, NAND(x0, x0))))"
189,6,192,288684,0.0006650870848401712,10.55416912368539,119,113,1192.6211109764492,"NAND(NAND(x0, x1), NAND(NAND(x1, x2), NAND(x0, NAND(x0, x2))))"
190,7,16,2814669,5.684504998633942e-06,17.424533843268794,127,120,2090.944061192255,"NAND(NAND(x0, x0), NAND(NAND(x1, x2), NAND(NAND(x1, x1), NAND(x2, x2))))"
191,4,80,3402,0.023515579071134628,5.410239330776022,23,19,102.79454728474443,"NAND(x1, NAND(x1, NAND(x2, NAND(x0, x0))))"
192,3,4,405,0.009876543209876543,6.661778097771987,43,40,266.4711239108795,"NAND(NAND(x1, x2), NAND(x1, x2))"
193,9,544,287096238,1.8948349995446475e-06,19.00949634398995,127,118,2243.1205685908144,"NAND(NAND(x1, x2), NAND(NAND(x0, x0), NAND(NAND(x0, x0), NAND(NAND(x1, x1), NAND(x2, x2)))))"
194,7,288,2814669,0.00010232108997541096,13.254608841826483,123,116,1537.5346256518721,"NAND(NAND(x1, x2), NAND(x0, NAND(x0, NAND(NAND(x0, x1), NAND(x0, x2)))))"
195,5,8,30618,0.00026128421190149584,11.902092427105698,239,234,2785.0896279427334,"NAND(NAND(x1, x2), NAND(NAND(x1, x1), NAND(x2, x2)))"
196,4,24,3402,0.007054673721340388,7.147204924942229,119,115,821.9285663683563,"NAND(NAND(x1, x2), NAND(x1, NAND(x0, x0)))"
197,5,8,30618,0.00026128421190149584,11.902092427105698,231,226,2689.872888525888,"NAND(NAND(x1, x2), NAND(NAND(x0, x0), NAND(x2, x2)))"
198,8,192,28146690,6.8214059983607306e-06,17.161499437435,223,215,3689.7223790485255,"NAND(NAND(x1, x2), NAND(NAND(x0, x1), NAND(NAND(x1, x1), NAND(x0, NAND(x0, x2)))))"
199,5,16,30618,0.0005225684238029917,10.902092427105698,295,290,3161.6068038606522,"NAND(NAND(x1, x2), NAND(NAND(x0, x1), NAND(x2, x2)))"
200,3,8,405,0.019753086419753086,5.661778097771987,115,112,634.1191469504626,"NAND(NAND(x0, x1), NAND(x1, x2))"
201,9,128,287096238,4.458435293046229e-07,21.09695918524029,223,214,4514.749265641422,"NAND(NAND(x0, x1), NAND(NAND(x0, x0), NAND(NAND(x1, x2), NAND(NAND(x1, x1), NAND(x2, x2)))))"
202,4,24,3402,0.007054673721340388,7.147204924942229,215,211,1508.0602391628104,"NAND(NAND(x1, x2), NAND(x0, NAND(x0, x2)))"
203,6,48,288684,0.0001662717712100428,12.55416912368539,303,297,3728.588229734561,"NAND(NAND(x1, x2), NAND(NAND(x2, x2), NAND(x1, NAND(x0, x0))))"
204,0,1,3,0.3333333333333333,1.5849625007211563,207,207,328.08723764927936,x1
205,5,4,30618,0.00013064210595074792,12.902092427105698,311,306,3948.0402826943437,"NAND(NAND(x1, x1), NAND(NAND(x0, x0), NAND(x2, x2)))"
206,4,12,3402,0.003527336860670194,8.147204924942228,319,315,2566.369551356802,"NAND(NAND(x1, x1), NAND(x0, NAND(x0, x2)))"
207,2,6,54,0.1111111111111111,3.1699250014423126,119,117,370.8812251687506,"NAND(x2, NAND(x1, x1))"
208,4,24,3402,0.007054673721340388,7.147204924942229,119,115,821.9285663683563,"NAND(NAND(x1, x2), NAND(x2, NAND(x0, x0)))"
209,5,8,30618,0.00026128421190149584,11.902092427105698,231,226,2689.872888525888,"NAND(NAND(x1, x2), NAND(NAND(x0, x0), NAND(x1, x1)))"
210,8,192,28146690,6.8214059983607306e-06,17.161499437435,223,215,3689.7223790485255,"NAND(NAND(x1, x2), NAND(NAND(x0, x2), NAND(NAND(x2, x2), NAND(x0, NAND(x0, x1)))))"
211,5,16,30618,0.0005225684238029917,10.902092427105698,287,282,3074.3900644438068,"NAND(NAND(x1, x2), NAND(NAND(x0, x2), NAND(x1, x1)))"
212,6,480,288684,0.001662717712100428,9.232241028798029,215,209,1929.538375018788,"NAND(NAND(x1, NAND(x0, x0)), NAND(x2, NAND(x0, NAND(x0, x1))))"
213,2,4,54,0.07407407407407407,3.7548875021634687,295,293,1100.1820381338964,"NAND(x0, NAND(x1, x2))"
214,10,3840,2975361012,1.2905996900923295e-06,19.563526985159218,303,293,5732.113406651651,"NAND(NAND(x1, NAND(x0, NAND(x0, x2))), NAND(NAND(x0, x2), NAND(NAND(x2, x2), NAND(x0, NAND(x0, x1)))))"
215,5,32,30618,0.0010451368476059833,9.902092427105698,111,106,1049.621797273204,"NAND(NAND(x1, x2), NAND(NAND(x0, x1), NAND(x0, x2)))"
216,4,24,3402,0.007054673721340388,7.147204924942229,207,203,1450.8825997632725,"NAND(NAND(x0, x1), NAND(x2, NAND(x0, x0)))"
217,6,48,288684,0.0001662717712100428,12.55416912368539,311,305,3829.021582724044,"NAND(NAND(x0, x1), NAND(NAND(x0, x0), NAND(x1, NAND(x1, x2))))"
218,6,480,288684,0.001662717712100428,9.232241028798029,319,313,2889.691442013783,"NAND(NAND(x0, NAND(x0, x2)), NAND(x2, NAND(x0, NAND(x0, x1))))"
219,6,192,288684,0.0006650870848401712,10.55416912368539,119,113,1192.6211109764492,"NAND(NAND(x0, x1), NAND(NAND(x0, x2), NAND(x1, NAND(x1, x2))))"
220,4,12,3402,0.003527336860670194,8.147204924942228,335,331,2696.7248301558775,"NAND(NAND(x1, x1), NAND(x2, NAND(x0, x0)))"
221,2,6,54,0.1111111111111111,3.1699250014423126,127,125,396.2406251802891,"NAND(x0, NAND(x0, x1))"
222,7,16,2814669,5.684504998633942e-06,17.424533843268794,135,128,2230.3403319384056,"NAND(NAND(x1, x1), NAND(NAND(x0, x2), NAND(NAND(x0, x0), NAND(x2, x2))))"
223,4,80,3402,0.023515579071134628,5.410239330776022,27,23,124.43550460784851,"NAND(x0, NAND(x0, NAND(x2, NAND(x0, x1))))"
224,3,8,405,0.019753086419753086,5.661778097771987,115,112,634.1191469504626,"NAND(NAND(x0, x2), NAND(x1, x2))"
225,9,128,287096238,4.458435293046229e-07,21.09695918524029,223,214,4514.749265641422,"NAND(NAND(x0, x2), NAND(NAND(x0, x0), NAND(NAND(x1, x2), NAND(NAND(x1, x1), NAND(x2, x2)))))"
226,4,24,3402,0.007054673721340388,7.147204924942229,215,211,1508.0602391628104,"NAND(NAND(x1, x2), NAND(x0, NAND(x0, x1)))"
227,6,48,288684,0.0001662717712100428,12.55416912368539,303,297,3728.588229734561,"NAND(NAND(x1, x2), NAND(NAND(x1, x1), NAND(x2, NAND(x0, x0))))"
228,4,24,3402,0.007054673721340388,7.147204924942229,207,203,1450.8825997632725,"NAND(NAND(x0, x2), NAND(x1, NAND(x0, x0)))"
229,6,48,288684,0.0001662717712100428,12.55416912368539,311,305,3829.021582724044,"NAND(NAND(x0, x2), NAND(NAND(x0, x0), NAND(x2, NAND(x1, x1))))"
230,6,480,288684,0.001662717712100428,9.232241028798029,319,313,2889.691442013783,"NAND(NAND(x0, NAND(x0, x1)), NAND(x1, NAND(x0, NAND(x0, x2))))"
231,6,192,288684,0.0006650870848401712,10.55416912368539,119,113,1192.6211109764492,"NAND(NAND(x0, x2), NAND(NAND(x0, x1), NAND(x2, NAND(x1, x1))))"
232,6,432,288684,0.0014964459408903852,9.384244122243079,199,193,1811.159115592914,"NAND(NAND(x0, x1), NAND(x2, NAND(NAND(x0, x0), NAND(x1, x1))))"
233,11,13824,31241290626,4.4249132231737013e-07,21.107847501383027,327,316,6670.079810437037,"NAND(NAND(x0, x1), NAND(NAND(x0, NAND(x0, x2)), NAND(NAND(x1, x2), NAND(NAND(x1, x1), NAND(x2, NAND(x0, x0))))))"
234,3,4,405,0.009876543209876543,6.661778097771987,335,332,2211.7103284602995,"NAND(NAND(x0, x0), NAND(x1, x2))"
235,7,432,2814669,0.00015348163496311645,12.669646341105327,127,120,1520.3575609326392,"NAND(NAND(x0, x0), NAND(NAND(x1, NAND(x1, x2)), NAND(x2, NAND(x1, x1))))"
236,3,4,405,0.009876543209876543,6.661778097771987,351,348,2318.2987780246513,"NAND(NAND(x0, x2), NAND(x1, x1))"
237,7,432,2814669,0.00015348163496311645,12.669646341105327,135,128,1621.714731661482,"NAND(NAND(x0, x2), NAND(NAND(x0, NAND(x0, x1)), NAND(x2, NAND(x1, x1))))"
238,3,2,405,0.0049382716049382715,7.661778097771987,143,140,1072.6489336880782,"NAND(NAND(x0, x0), NAND(x1, x1))"
239,5,72,30618,0.0023515579071134627,8.732167425663386,31,26,227.03635306724803,"NAND(x2, NAND(x2, NAND(NAND(x0, x0), NAND(x1, x1))))"
240,0,1,3,0.3333333333333333,1.5849625007211563,207,207,328.08723764927936,x2
241,5,4,30618,0.00013064210595074792,12.902092427105698,311,306,3948.0402826943437,"NAND(NAND(x2, x2), NAND(NAND(x0, x0), NAND(x1, x1)))"
242,4,12,3402,0.003527336860670194,8.147204924942228,319,315,2566.369551356802,"NAND(NAND(x2, x2), NAND(x0, NAND(x0, x1)))"
243,2,6,54,0.1111111111111111,3.1699250014423126,119,117,370.8812251687506,"NAND(x1, NAND(x1, x2))"
244,4,12,3402,0.003527336860670194,8.147204924942228,335,331,2696.7248301558775,"NAND(NAND(x2, x2), NAND(x1, NAND(x0, x0)))"
245,2,6,54,0.1111111111111111,3.1699250014423126,127,125,396.2406251802891,"NAND(x0, NAND(x0, x2))"
246,7,16,2814669,5.684504998633942e-06,17.424533843268794,135,128,2230.3403319384056,"NAND(NAND(x2, x2), NAND(NAND(x0, x1), NAND(NAND(x0, x0), NAND(x1, x1))))"
247,4,80,3402,0.023515579071134628,5.410239330776022,27,23,124.43550460784851,"NAND(x0, NAND(x0, NAND(x1, NAND(x0, x2))))"
248,3,4,405,0.009876543209876543,6.661778097771987,351,348,2318.2987780246513,"NAND(NAND(x0, x1), NAND(x2, x2))"
249,7,432,2814669,0.00015348163496311645,12.669646341105327,135,128,1621.714731661482,"NAND(NAND(x0, x1), NAND(NAND(x0, NAND(x0, x2)), NAND(x1, NAND(x1, x2))))"
250,3,2,405,0.0049382716049382715,7.661778097771987,143,140,1072.6489336880782,"NAND(NAND(x0, x0), NAND(x2, x2))"
251,5,72,30618,0.0023515579071134627,8.732167425663386,31,26,227.03635306724803,"NAND(x1, NAND(x1, NAND(NAND(x0, x0), NAND(x1, x2))))"
252,3,2,405,0.0049382716049382715,7.661778097771987,151,148,1133.943158470254,"NAND(NAND(x1, x1), NAND(x2, x2))"
253,5,72,30618,0.0023515579071134627,8.732167425663386,35,30,261.96502276990157,"NAND(x0, NAND(x0, NAND(NAND(x0, x1), NAND(x0, x2))))"
254,7,120,2814669,4.263378748975457e-05,14.517643247660276,39,32,464.56458392512883,"NAND(NAND(x0, x0), NAND(NAND(x0, x0), NAND(NAND(x1, x1), NAND(x2, x2))))"
255,2,6,54,0.1111111111111111,3.1699250014423126,11,9,28.529325012980813,"NAND(x0, NAND(x0, x0))"
