project,name,statement_density,control_density,difference,match_distance
navier-stokes-euler,stableQ_eq_chartQ,0.6519743,0.7357303,-0.08375597,0.0
navier-stokes-euler,gate_amplitude_germ,0.61553216,0.73884517,-0.12331301,0.0
navier-stokes-euler,potential_amplitude_smooth,0.5992125,0.67653704,-0.07732451,0.009801105981361252
navier-stokes-euler,potential_physical_bound,0.59991944,0.6861602,-0.08624077,0.043462873004390855
navier-stokes-euler,expSum_coefficients_zero,0.71720403,0.68464196,0.032562077,0.0
navier-stokes-euler,intervalMomentMatrix_det_ne_zero,0.6381495,0.7011492,-0.062999725,0.034981893393197336
navier-stokes-euler,PreparedProfile.large_nominal,0.60398257,0.60993516,-0.0059525967,0.052474285394837054
navier-stokes-euler,pressure_neg,0.7766964,0.74771583,0.028980553,0.0
navier-stokes-euler,exponent_mass_pos_of_active,0.6576053,0.7775112,-0.11990589,0.0
navier-stokes-euler,deriv_pressure_neg,0.66452736,0.6992621,-0.034734726,0.013488063253792475
navier-stokes-euler,rho_nonneg,0.772385,0.7459637,0.026421309,0.0
navier-stokes-euler,rho_support,0.7379257,0.8095123,-0.07158661,0.0
navier-stokes-euler,polynomial_mul,0.69755256,0.7383114,-0.04075885,0.0
navier-stokes-euler,pulseMatrix_jets,0.57301295,0.6882452,-0.11523223,0.01046882378188967
navier-stokes-euler,projectedPressure_jets,0.54695475,0.6861602,-0.13920546,1.4496349143301848
navier-stokes-euler,phasePressure_carrier_jets,0.5242902,0.6861602,-0.16187,0.6650520415945534
navier-stokes-euler,outerCutoff_smooth,0.69471157,0.7361945,-0.041482925,0.0
navier-stokes-euler,of_order,0.67644006,0.69923395,-0.022793889,0.007953203297832742
navier-stokes-euler,anchoredSolve_unique_along,0.58143914,0.78346217,-0.20202303,0.23316150447533482
navier-stokes-euler,chart_scalar_factor_bounds,0.63143265,0.7561682,-0.124735534,0.05524426627446044
navier-stokes-euler,chart_column_mass_bounds,0.56475955,0.6861602,-0.121400654,0.5534301695823051
navier-stokes-euler,canonicalPrimaryPulse_x_radial,0.5763296,0.7834183,-0.20708871,0.009914022346268744
navier-stokes-euler,canonicalPrimaryPulse_bounds,0.53205884,0.78346217,-0.25140333,2.2668708447973365
navier-stokes-euler,cutoffVelocity_identification,0.56694806,0.6873862,-0.12043816,0.17352249579976314
navier-stokes-euler,averaged_covariance_expansion,0.59619194,0.7583151,-0.16212314,0.02032776423416035
navier-stokes-euler,cellDomain_support,0.59435475,0.7065136,-0.112158835,0.0
navier-stokes-euler,cellDomain_representative,0.5857541,0.7594739,-0.17371982,0.0181548675873694
navier-stokes-euler,construction_length,0.60637283,0.75372934,-0.14735651,0.0
navier-stokes-euler,angularMode_ne_zero,0.7050561,0.7017292,0.0033268929,0.0
navier-stokes-euler,frequency_eq_physical,0.57431924,0.67870533,-0.10438609,0.10697196777140065
navier-stokes-euler,restrict_N,0.7272062,0.72458434,0.0026218295,0.0
navier-stokes-euler,solution_initial,0.6619609,0.68669,-0.024729073,0.0
navier-stokes-euler,FrameData.SmoothOn.modal_errors,0.59209675,0.6745135,-0.08241677,0.01903852285122576
navier-stokes-euler,primarySeed_reference_contDiffOn,0.6109666,0.69978,-0.088813365,0.029072591644732415
navier-stokes-euler,timeLinear_norm_le,0.7123388,0.7179783,-0.0056394935,0.031872272458769106
navier-stokes-euler,intervalIntegral_polynomial,0.64988554,0.7583151,-0.10842955,0.08018340677359756
navier-stokes-euler,positiveSeed_norm,0.7480452,0.76592773,-0.017882526,0.0896520987480606
navier-stokes-euler,referenceP_pos,0.76568705,0.718849,0.046838045,0.0
navier-stokes-euler,ambient_eq_synthesis,0.60594904,0.6694399,-0.06349087,0.013321027340675175
navier-stokes-euler,normalizedMatrix_det,0.7233325,0.73525584,-0.011923313,0.0
navier-stokes-euler,EnvelopeJets.smul_polynomial,0.63620865,0.7155938,-0.07938516,0.011293144262722954
navier-stokes-euler,primaryCovariance_eq_pairMatrix,0.5702561,0.7477027,-0.1774466,1.2359977761349468
navier-stokes-euler,EnvelopeJets.polynomial_smul,0.6208988,0.73146695,-0.110568166,0.0
navier-stokes-euler,PhaseConstruction.normal_range,0.5678263,0.7071576,-0.13933134,0.025162146978245443
navier-stokes-euler,gridBox_closed,0.6733533,0.706432,-0.03307867,0.02775959859701375
navier-stokes-euler,normalDirection_unit,0.69667184,0.76499325,-0.06832141,0.0
navier-stokes-euler,referenceCompact_subset_box,0.67580247,0.7286742,-0.052871704,0.013924573155240877
navier-stokes-euler,exists_slopeRatio_gt,0.7424358,0.7900823,-0.047646463,0.02058713358065707
navier-stokes-euler,targetRatio_smul,0.7268475,0.81889695,-0.09204942,0.0
navier-stokes-euler,convection_class,0.56916475,0.74604213,-0.17687738,0.10660705571185156
navier-stokes-euler,tangent_ratio_error,0.5763475,0.6861602,-0.10981274,0.38123116754431313
navier-stokes-euler,weight_zero_of_not_active,0.6422249,0.6728956,-0.030670702,0.0
navier-stokes-euler,zero_velocity_not_unbounded,0.7035629,0.7940484,-0.09048551,0.0
navier-stokes-euler,XW_eq_histories,0.64360684,0.7793188,-0.13571197,0.024871248587983417
navier-stokes-euler,axialLag_equation_explicit,0.5713301,0.78346217,-0.2121321,0.3821443922701341
navier-stokes-euler,cancel_signed_scale,0.72590965,0.8305256,-0.10461593,0.020200515007973614
navier-stokes-euler,targetCone_of_signedShear,0.6410288,0.6753372,-0.034308374,0.18663065490450154
navier-stokes-euler,profile_spectral_cones,0.5852544,0.7163602,-0.13110584,1.4349880522360736
navier-stokes-euler,energyWeight_continuous,0.6950804,0.7781588,-0.083078384,0.0
navier-stokes-euler,prefixRepair_eq_correction,0.6550105,0.7887622,-0.13375169,0.0
navier-stokes-euler,normalizedPrefix_bound_raw,0.58936983,0.60993516,-0.020565331,0.01777976270229706
navier-stokes-euler,weighted_product_bound,0.64383495,0.660629,-0.016794026,0.0
navier-stokes-euler,repairBasis_bound,0.54296505,0.706123,-0.16315794,0.06940405241562728
navier-stokes-euler,correctionEnergyConstant_pos,0.6997995,0.7900823,-0.0902828,0.0
navier-stokes-euler,Qs_endpoint_lower_of_nonnegative_entry,0.5981285,0.6861602,-0.08803171,0.40409364670132875
navier-stokes-euler,source_error_small,0.61126363,0.7633744,-0.15211076,0.0
navier-stokes-euler,ode_equilibrium_error,0.6188172,0.7077263,-0.08890909,0.02342679093109474
navier-stokes-euler,eta_shapeGradient_bounds,0.67527664,0.6921327,-0.016856074,0.0
navier-stokes-euler,quotient_remainder_bound,0.7012563,0.6753372,0.02591908,0.12570507105642778
navier-stokes-euler,actual_Qs_pulse_error,0.53721243,0.6861602,-0.14894778,0.45799222464894324
navier-stokes-euler,coneRate_tendsto_zero,0.7443289,0.65145254,0.092876375,0.060605107463199
navier-stokes-euler,directionErrorConstant_pos,0.7118944,0.74887043,-0.03697604,0.0181548675873694
navier-stokes-euler,sub_normalized_mass,0.7366892,0.8052925,-0.06860328,0.0
navier-stokes-euler,normalize_direction_product,0.67810047,0.70712036,-0.029019892,0.0
navier-stokes-euler,weight_integrable,0.69148046,0.68011314,0.011367321,0.0
navier-stokes-euler,mass_pos,0.75367314,0.74781626,0.0058568716,0.0
navier-stokes-euler,abs_le_radiusProfile,0.73132205,0.76148254,-0.030160487,0.035560132623102224
navier-stokes-euler,hasDerivAt_affineSlope,0.7019061,0.7089563,-0.007050216,0.0
navier-stokes-euler,actualMatrix_positive_of_normalized,0.5691206,0.6861602,-0.11703962,0.3904053351438775
navier-stokes-euler,pulse_time_le_endpoint,0.69306576,0.81926906,-0.1262033,0.018466542929010253
navier-stokes-euler,reference_eigenvalue_square,0.73226595,0.8210427,-0.08877677,0.019123139620177143
navier-stokes-euler,netGrowth_strictAntiOn_nonneg,0.65992296,0.81926906,-0.1593461,0.0
navier-stokes-euler,forcing_contDiff,0.6825758,0.75887537,-0.07629955,0.0
navier-stokes-euler,normalizedLag_ode,0.5883431,0.70161456,-0.113271475,0.0211956299902866
navier-stokes-euler,forcing_jet_decomposition,0.63900656,0.74113256,-0.102126,0.010571711896972048
navier-stokes-euler,affineError_decomposition,0.67268085,0.7386834,-0.06600255,0.03073393757750499
navier-stokes-euler,isInvertible,0.65381837,0.69978,-0.04596162,0.04375755679937363
navier-stokes-euler,activatedPressure_eventually_zero,0.6242158,0.70346296,-0.07924718,0.0
navier-stokes-euler,selected_candidate_one_with_initial_rest,0.56462216,0.7363294,-0.17170721,0.7381499775733531
navier-stokes-euler,actual_pressure_flux_integrable,0.6278111,0.69978,-0.07196891,0.007231398546251724
navier-stokes-euler,exists_lpNorm_three_bound,0.61256635,0.7561682,-0.14360183,0.006051590606105078
navier-stokes-euler,integral_transport_energy_zero,0.6347227,0.69994813,-0.06522542,0.0
navier-stokes-euler,energy_balance,0.591107,0.78346217,-0.19235516,0.013894595394064235
navier-stokes-euler,energy_rate_le,0.6088567,0.78346217,-0.17460549,0.11313537430567626
navier-stokes-euler,hasDerivAt_integral_of_contDiffOn_of_hasDerivAt,0.73744303,0.74604213,-0.0085991025,0.043353387315576156
navier-stokes-euler,baseCutoff_le_one,0.7386523,0.7009489,0.037703395,0.0
navier-stokes-euler,cutoff_smooth,0.7072408,0.77427304,-0.06703222,0.0
navier-stokes-euler,cutoff_nonneg,0.7387688,0.7758487,-0.03707987,0.0
navier-stokes-euler,compact_plateau,0.63821584,0.7682612,-0.13004535,0.0
navier-stokes-euler,eq_zero_of_forall_large_radius_bound,0.69581836,0.73707044,-0.041252077,0.016742022562592936
navier-stokes-euler,uniformFiniteEnergy_component_l2Sq_bound,0.6116592,0.706123,-0.094463766,0.04191052753633532
navier-stokes-euler,continuousOn_tensorDiff_field,0.6289076,0.6761874,-0.047279775,0.0
navier-stokes-euler,spatialLaplacian_component,0.6039916,0.6796614,-0.075669765,0.01012396711574502
navier-stokes-euler,tensorDiff_divergence,0.6002339,0.74604213,-0.14580822,0.044245035907717944
navier-stokes-euler,zeroBefore_eventuallyEq_of_pos,0.66940707,0.87123907,-0.201832,0.015312086290669862
navier-stokes-euler,integrable_norm_gaussian,0.70812225,0.71827126,-0.010149002,0.0
navier-stokes-euler,boxIntegral_eq_cubeIntegral,0.6264244,0.7450319,-0.11860752,0.0
navier-stokes-euler,multiplier_apply,0.6761101,0.6778676,-0.0017575026,0.01458540530355087
navier-stokes-euler,coordinate_conj,0.7074258,0.6733192,0.034106553,0.0
navier-stokes-euler,theorem_1_1_with_maximalH3,0.55230415,0.6818151,-0.12951094,0.3140851772773188
navier-stokes-euler,gradient_curl_free,0.58554924,0.69978,-0.11423075,0.05113780088772631
navier-stokes-euler,squareEnergy_eq_norm_toLp,0.6936106,0.71195155,-0.018340945,0.018309378956122897
navier-stokes-euler,cancelledComplexTimeIntegrand_measurable,0.6498271,0.6436943,0.006132841,0.0
navier-stokes-euler,heatKernelSecondTimeEnvelope_integrable,0.6637055,0.753211,-0.08950549,0.0166127392452311
navier-stokes-euler,heatKernelSecond_integrable_time,0.66531694,0.6851919,-0.01987499,0.0
navier-stokes-euler,baseWeight_smooth,0.65368485,0.7747344,-0.12104952,0.07293373170110566
navier-stokes-euler,weight_iteratedFDeriv_two_le,0.6471319,0.7564341,-0.10930216,0.012258375285526263
navier-stokes-euler,laplacian_integrable_cutoff_laplacian,0.6362326,0.7972945,-0.16106188,0.008453209468853567
navier-stokes-euler,integral_weighted_spatialLaplacian,0.600388,0.7834183,-0.1830303,0.024871248587983417
navier-stokes-euler,divergence_weighted,0.65815246,0.70466775,-0.046515286,0.00835472522603354
navier-stokes-euler,pull_advection,0.6546024,0.7258466,-0.07124418,0.0
navier-stokes-euler,force_eq,0.6584345,0.71995795,-0.061523438,0.0
navier-stokes-euler,lpNorm_ofReal,0.73240346,0.71195155,0.020451903,0.0
navier-stokes-euler,lpNorm_fderiv_rTest,0.6321971,0.72488105,-0.09268397,0.018466542929010253
navier-stokes-euler,canonicalCutoffFlux_bound,0.5472892,0.78346217,-0.23617297,1.7880280561104744
navier-stokes-euler,norm_r_le,0.6838803,0.73757124,-0.05369091,0.0
navier-stokes-euler,lpNorm_fderiv_r_two_le,0.62634647,0.78346217,-0.1571157,0.1043002939543347
navier-stokes-euler,continuous_deriv_of_smooth,0.7130623,0.66858196,0.044480324,0.0
navier-stokes-euler,gradient_recovery_complex,0.5648542,0.7834183,-0.2185641,0.10644837898645972
navier-stokes-euler,integrable_inverse_weight_sq,0.70166624,0.76927376,-0.06760752,0.023257945893775733
navier-stokes-euler,integrableOn_heatSecondSymbol,0.67430174,0.65051514,0.023786604,0.0
navier-stokes-euler,cutoff_energy_le_of_pairing_bound,0.6410254,0.706123,-0.06509757,0.09655064657996924
navier-stokes-euler,rieszTest_add,0.71257484,0.70842755,0.004147291,0.0
navier-stokes-euler,memLp_fderiv_rieszTest,0.62921256,0.80839616,-0.1791836,0.018954651619000427
navier-stokes-euler,memLp_rieszTest_six,0.61701673,0.700368,-0.083351254,0.0
navier-stokes-euler,weighted_tail_le,0.70113826,0.70161456,-0.00047630072,0.010676642468480593
navier-stokes-euler,productTailBound_nonneg,0.6997029,0.72726244,-0.027559519,0.0211956299902866
navier-stokes-euler,truncate_weighted_derivative_le,0.67669225,0.7358099,-0.059117675,0.03677592188513315
navier-stokes-euler,truncate_error_weighted_le,0.6670073,0.7112424,-0.04423505,0.009845962457878063
navier-stokes-euler,rescale_speed_unbounded,0.66190845,0.77657115,-0.11466271,0.0
navier-stokes-euler,ae_eq_zero_of_integral_schwartz_test_mul_eq_zero,0.6733057,0.660629,0.012676716,0.019381563898279608
navier-stokes-euler,cutoffTest_continuous,0.69576263,0.7964673,-0.10070467,0.01982814996300931
navier-stokes-euler,eq_zero_of_weighted_rate_bound,0.59366864,0.78346217,-0.18979353,0.00465154568653704
navier-stokes-euler,velocity_supported,0.6569771,0.66043043,-0.0034533143,0.017006721306932263
navier-stokes-euler,of_localized_fields,0.5944949,0.82097214,-0.22647727,0.009415065538555516
navier-stokes-euler,weighted_pressure,0.6128763,0.84223354,-0.22935724,0.048346732177672734
navier-stokes-euler,compact_slice,0.69784564,0.65673083,0.041114807,0.0
navier-stokes-euler,eLpNorm_scalarConvolution_two_one,0.64841497,0.72262496,-0.07420999,0.01111805596926558
navier-stokes-euler,cutoff_compact,0.69500774,0.7344002,-0.03939247,0.0
navier-stokes-euler,cutoff_one,0.7156309,0.6623403,0.053290606,0.0
navier-stokes-euler,spatialPartial_continuousOn,0.63831884,0.7077263,-0.06940746,0.007780619844056748
navier-stokes-euler,gaussian_moment_integrable,0.6730394,0.78069574,-0.10765636,0.016873333884506073
navier-stokes-euler,eq_zero_of_multiplier_eq_zero,0.699135,0.7081491,-0.00901407,0.0
navier-stokes-euler,compact_testDivergence,0.6593567,0.7078098,-0.048453093,0.0
navier-stokes-euler,commutator_aestronglyMeasurable,0.658353,0.7109518,-0.052598834,0.021513569700008457
navier-stokes-euler,regularized_commutator_ae,0.58746326,0.7503632,-0.16289991,0.08463241842874501
navier-stokes-euler,sobolevWeight_memLp,0.63180137,0.68011314,-0.04831177,0.0
navier-stokes-euler,pressureL1_eq_pressureL2,0.6834865,0.7121871,-0.02870059,0.01903852285122576
navier-stokes-euler,baseKernel_nonneg,0.7402685,0.755499,-0.015230477,0.03741553510283712
navier-stokes-euler,kernel_nonneg,0.74392784,0.71173227,0.032195568,0.029674112420887376
navier-stokes-euler,radialProfile_measurable,0.69342816,0.8126672,-0.11923903,0.02849497342622505
navier-stokes-euler,nearBase_measurable,0.687548,0.728732,-0.041184008,0.0
navier-stokes-euler,nearBase_power_integrable,0.6597352,0.78176653,-0.12203133,0.0
navier-stokes-euler,remainderKernel_lpNorm,0.658414,0.741501,-0.08308697,0.0
navier-stokes-euler,nearKernel_eq,0.7091106,0.7429715,-0.033860862,0.017562048889236705
navier-stokes-euler,scaleFactor_truncated_tendsto,0.7019107,0.720935,-0.019024312,0.0
navier-stokes-euler,Represents.congr,0.73528636,0.7148622,0.020424128,0.0
navier-stokes-euler,Represents.add,0.7374313,0.7901552,-0.052723885,0.0
navier-stokes-euler,Represents.neg,0.7425105,0.68443537,0.05807513,0.0
navier-stokes-euler,Represents.spatialLaplacian,0.6457809,0.6493214,-0.0035404563,0.04807661615724088
navier-stokes-euler,volume_spatial_zero,0.6957994,0.7600808,-0.064281404,0.0
navier-stokes-euler,fourier_spatialLaplacian,0.624839,0.640153,-0.015313983,0.029880189248662477
navier-stokes-euler,operatorL1_tendsto,0.6681585,0.741501,-0.0733425,0.028307501068307872
navier-stokes-euler,multiplier_eq_zero_of_spatialLaplacian_eq_zero,0.66934544,0.7554001,-0.08605468,0.0
navier-stokes-euler,rieszSymbol_measurable,0.65758574,0.8126672,-0.15508145,0.02849497342622505
navier-stokes-euler,inverse_fourier_memSobolev,0.6453188,0.8051828,-0.15986401,0.0
navier-stokes-euler,spaceInj_measurableEmbedding,0.72780144,0.70930123,0.018500209,0.0314069671596886
navier-stokes-euler,integral_spatialMeasure,0.7226014,0.698144,0.024457395,0.0
navier-stokes-euler,norm_le_of_energy_bound,0.68678844,0.6959375,-0.009149075,0.012843853324766176
navier-stokes-euler,Represents.ext,0.73661613,0.71465236,0.021963775,0.0
navier-stokes-euler,sourceJet_zero,0.7341849,0.7385175,-0.004332602,0.0
navier-stokes-euler,base_one_le,0.755332,0.7347967,0.02053529,0.029674112420887376
navier-stokes-euler,moment_hasDerivAt,0.6961238,0.7355803,-0.039456546,0.014991970369848695
navier-stokes-euler,iteratedDerivWithin_profile,0.7048169,0.6509173,0.053899586,0.027581647561558325
navier-stokes-euler,boundaryTerm_zero,0.7276374,0.7833359,-0.055698514,0.0
navier-stokes-euler,kernel_slope_gap_pos,0.7227632,0.74887043,-0.026107252,0.0
navier-stokes-euler,profile_first_derivative_bound,0.6808389,0.7602194,-0.07938051,0.016485437310704194
navier-stokes-euler,profile_sub_one_bound,0.7409086,0.6919426,0.04896605,0.01982814996300931
navier-stokes-euler,phase_hasDerivAt_eta,0.65520895,0.6524331,0.002775848,0.0
navier-stokes-euler,zeroMeanPrimitive_integral,0.7127009,0.7250877,-0.012386799,0.06470680373315378
navier-stokes-euler,etaJet_contDiff,0.72055405,0.7964673,-0.07591325,0.01982814996300931
navier-stokes-euler,inverseChart_contDiff,0.6997019,0.66858196,0.031119943,0.0222938683325347
navier-stokes-euler,powerChart_pos,0.74535084,0.7695691,-0.024218261,0.0
navier-stokes-euler,inverseChart_mem,0.6945613,0.7152386,-0.020677269,0.0
navier-stokes-euler,liftChart_contDiff,0.7155427,0.77068305,-0.055140376,0.0
navier-stokes-euler,physicalCutoff_contDiff,0.68312407,0.7676756,-0.08455151,0.0
navier-stokes-euler,edge_scaled,0.66332614,0.73707044,-0.0737443,0.016742022562592936
navier-stokes-euler,debtClass_of_components,0.5882698,0.73058283,-0.142313,0.012544286514853708
navier-stokes-euler,normalized_rank_on,0.5909776,0.6861602,-0.0951826,0.01094831391839996
navier-stokes-euler,fiveRows_chart,0.5853664,0.75922924,-0.17386281,0.10035499411247474
navier-stokes-euler,H_radialPartial,0.6559359,0.7681342,-0.11219829,0.0
navier-stokes-euler,pressure_dot_bound,0.63723624,0.7158732,-0.078636944,0.012258375285526263
navier-stokes-euler,cone_margin_of_dichotomy,0.69287187,0.77657115,-0.083699286,0.04466608279073607
navier-stokes-euler,sourceQ_model,0.5900705,0.6753372,-0.08526671,0.2205107100959399
navier-stokes-euler,reference_radius,0.6793058,0.73050797,-0.051202178,0.02430917437396588
navier-stokes-euler,radius_final_interval,0.65028024,0.7292208,-0.07894057,0.01553320135760798
navier-stokes-euler,exists_reference_angularStock_bound,0.56945497,0.7561682,-0.18671322,0.03605680561200982
navier-stokes-euler,first_log_difference,0.639496,0.7583151,-0.11881906,0.18889230823546257
navier-stokes-euler,slopeCutoff_mem,0.6944108,0.80926913,-0.11485833,0.0
navier-stokes-euler,parameterInterval_open,0.7271856,0.755499,-0.028313398,0.0
navier-stokes-euler,ref_log_error_jet_close,0.59637815,0.69978,-0.10340184,0.014487186341181547
navier-stokes-euler,continuation_etaJet_bound,0.6324965,0.74604213,-0.113545656,0.05544995208042896
navier-stokes-euler,continuation_add_const,0.72922075,0.7252459,0.003974855,0.0
navier-stokes-euler,bound_iff_jets,0.69984335,0.823767,-0.12392366,0.014015287626462794
navier-stokes-euler,mem,0.66728604,0.67654485,-0.009258807,0.0
navier-stokes-euler,uniform_refF_normalized,0.6002778,0.7561682,-0.1558904,0.1376325595211978
navier-stokes-euler,history_deriv_eta_zero,0.65003014,0.7250877,-0.075057566,0.0
navier-stokes-euler,momentCandidate_hasDerivAt,0.63341486,0.62306404,0.010350823,0.008798944952428283
navier-stokes-euler,releaseWeight_eq_power,0.6746794,0.80931026,-0.13463086,0.0
navier-stokes-euler,eta_mem,0.69646895,0.71193427,-0.015465319,0.0
navier-stokes-euler,velocity_eq_profileVelocity,0.6377184,0.6283361,0.0093823075,0.11385402844018062
navier-stokes-euler,integral_axial_scale,0.6781137,0.77168345,-0.093569756,0.038590075809262096
navier-stokes-euler,outgoing_amplitude_eq_heat,0.6039604,0.61688143,-0.012921035,0.0443590775755305
navier-stokes-euler,radialJet_contDiff,0.71845484,0.74110514,-0.022650301,0.023257945893775733
navier-stokes-euler,freeS_contDiff,0.7422794,0.7287703,0.013509095,0.03442215902242995
navier-stokes-euler,freeS_zero,0.67282695,0.67737544,-0.00454849,0.035856480724941575
navier-stokes-euler,familyQ_contDiffOn,0.6980947,0.8417112,-0.1436165,0.0
navier-stokes-euler,observations_contDiffOn,0.7048582,0.74110514,-0.036246955,0.023257945893775733
navier-stokes-euler,model_estimate,0.5886662,0.72262496,-0.13395876,0.0
navier-stokes-euler,actual_observation_estimate,0.5181145,0.6861602,-0.1680457,0.6448135194131362
navier-stokes-euler,terminal_upper_max,0.6722598,0.7459199,-0.073660076,0.0
navier-stokes-euler,supported_updates_preserve_fields,0.5943619,0.72646725,-0.13210535,0.00468191488792794
navier-stokes-euler,resetDensity_reference,0.5942491,0.66760725,-0.07335812,0.018626428406538352
navier-stokes-euler,resetDensity_support,0.6351961,0.700015,-0.06481892,0.0
navier-stokes-euler,resetDensity_continuous,0.6378741,0.80839616,-0.17052203,0.018954651619000427
navier-stokes-euler,resetEnergy_contDiff,0.7024819,0.7465782,-0.04409629,0.0
navier-stokes-euler,coefficient_scale_nonneg,0.6848555,0.7816625,-0.096807,0.032845508866185244
navier-stokes-euler,normalizedResetEnergy_contDiff,0.69228065,0.7665089,-0.07422823,0.0
navier-stokes-euler,contDiffOn_temporalDerivative,0.6837198,0.71893466,-0.03521484,0.0
navier-stokes-euler,temporalDerivative_periods,0.6196536,0.74122816,-0.12157458,0.0
navier-stokes-euler,residual_periods,0.6037166,0.65209055,-0.048373938,0.07520008855216297
navier-stokes-euler,spatialLaplacian_congr,0.67477816,0.77657115,-0.10179299,0.04375755679937363
navier-stokes-euler,scalarFlat_const_mul,0.70833284,0.765007,-0.056674182,0.0
navier-stokes-euler,norm_iteratedFDeriv_spatialCurl_le,0.6623935,0.7583151,-0.095921576,0.0736144274960286
navier-stokes-euler,residualDifference_jet_bound,0.5679229,0.78346217,-0.21553928,1.0887123991166967
navier-stokes-euler,frame_field_native_jets,0.5763711,0.70835435,-0.13198328,0.0
navier-stokes-euler,native_normal_eq,0.6378407,0.7561682,-0.1183275,0.1376325595211978
navier-stokes-euler,native_normal_eq_scaled,0.5960323,0.6861602,-0.090127885,0.23378892940481982
navier-stokes-euler,order_one_viscosity,0.64266413,0.70161456,-0.058950424,0.031715646268031555
navier-stokes-euler,clockWeight_contDiff,0.68014324,0.7253782,-0.04523498,0.05661745286105868
navier-stokes-euler,shape_eq_exp,0.7242419,0.8153623,-0.09112036,0.02775959859701375
navier-stokes-euler,admissible,0.6030361,0.79854906,-0.19551295,0.017853538496338462
navier-stokes-euler,axisPressure_deriv_zero,0.7317732,0.80800647,-0.07623327,0.0
navier-stokes-euler,complexAxisPressure_analytic,0.57503974,0.7465782,-0.17153847,0.0181548675873694
navier-stokes-euler,approximate_apply,0.7009168,0.71195155,-0.011034727,0.0
navier-stokes-euler,compact_large_lag,0.61301935,0.7561682,-0.14314884,0.1376325595211978
navier-stokes-euler,fixed_L_bound,0.6773539,0.81855285,-0.14119893,0.0
navier-stokes-euler,axial_contDiff,0.7285734,0.7550707,-0.026497304,0.023771943994871522
navier-stokes-euler,angular_pos,0.7269063,0.7167336,0.010172725,0.0
navier-stokes-euler,logarithmicSlope_bounds,0.63550365,0.7583151,-0.12281144,0.15114854992016147
navier-stokes-euler,idealAngular_contDiff,0.7019191,0.8035368,-0.101617694,0.03095505264444502
navier-stokes-euler,restore_before,0.6870691,0.7932581,-0.10618895,0.0
navier-stokes-euler,shapeField_contDiff,0.6953436,0.70091265,-0.005569041,0.0
navier-stokes-euler,sqrt_scaled_product,0.76997983,0.73344815,0.036531687,0.0
navier-stokes-euler,rows_jet_bounds,0.6367589,0.78346217,-0.14670324,1.0943075623275051
navier-stokes-euler,idealWeightI_bound,0.69384813,0.7457489,-0.051900744,0.0
navier-stokes-euler,restoreDensityS_eq,0.6469108,0.81856567,-0.17165488,0.0
navier-stokes-euler,resetDebtJetSize_le_parts,0.61523587,0.74604213,-0.13080627,0.010920526200134487
navier-stokes-euler,eventually_vanishingDebtBound_lt,0.6289505,0.73757124,-0.10862076,0.0
navier-stokes-euler,shapeJetConstant_nonneg,0.7003056,0.74887043,-0.04856485,0.0
navier-stokes-euler,dropCoefficient_hold,0.6760666,0.7447012,-0.06863463,0.018626428406538352
navier-stokes-euler,axialLag_hold_history,0.59117323,0.60928607,-0.018112838,0.07083237476387554
navier-stokes-euler,angularSource_joint_contDiff,0.6603812,0.7807013,-0.12032008,0.0
navier-stokes-euler,equilibrium_hasDerivAt,0.6402919,0.80978334,-0.16949141,0.0
navier-stokes-euler,initialAxialDerivativeBound_pos,0.720616,0.7957041,-0.07508814,0.0
navier-stokes-euler,weighted_bound_of_angular_square,0.637321,0.6837875,-0.04646653,0.01611497454104198
navier-stokes-euler,canonical_Qs_hold_error,0.5613207,0.7561682,-0.19484746,0.04200795475107648
navier-stokes-euler,pressure_of_particular,0.5825159,0.68368584,-0.101169944,0.8722929172039549
navier-stokes-euler,pressure_mode_strict_bound,0.56442106,0.6861602,-0.12173915,1.57198026730362
navier-stokes-euler,field_log_bound,0.578308,0.78346217,-0.20515418,0.729831677612503
navier-stokes-euler,curl_printed_bound,0.55386484,0.78346217,-0.22959733,0.30289642523290483
navier-stokes-euler,glued_bound_of_local,0.58393043,0.78346217,-0.19953173,0.24977424372056592
navier-stokes-euler,pressure_printed_bound,0.60493106,0.64917535,-0.04424429,0.14272402314266863
navier-stokes-euler,native_carrier_bound,0.6016714,0.78346217,-0.18179077,2.1843074109926897
navier-stokes-euler,LogBound.weaken,0.6893834,0.8110429,-0.12165952,0.0
navier-stokes-euler,nat_le_infty,0.7287246,0.8098639,-0.081139326,0.0
navier-stokes-euler,local_neg,0.70893955,0.7663919,-0.05745232,0.018954651619000427
navier-stokes-euler,rpow_comp_jets_at,0.66423476,0.7583151,-0.09408033,0.09977084747292574
navier-stokes-euler,native_signed_square_class,0.5820444,0.74586445,-0.16382003,0.3432965269218093
navier-stokes-euler,squareColumn_abs_bound,0.6240186,0.706123,-0.082104385,0.09655064657996924
navier-stokes-euler,extendedIncrement_of_nonpos,0.68453807,0.741501,-0.056962907,0.028307501068307872
navier-stokes-euler,primary_bounds,0.6348205,0.8022559,-0.16743541,0.01439028135965844
navier-stokes-euler,updated_zeroTriple,0.7138248,0.82453215,-0.11070734,0.0
navier-stokes-euler,axialResidual_pressure_change,0.5699155,0.74604213,-0.17612666,0.059388286705700497
navier-stokes-euler,incrementTensor_split,0.6566037,0.7079076,-0.051303923,0.0
