project,name,statement_density,control_density,difference,match_distance
flt,solution,0.62326795,0.7221943,-0.098926365,1.2437378182590288
flt,qCoeff_D,0.6309726,0.67503583,-0.04406321,0.021186504118203102
flt,solution,0.5908183,0.6663841,-0.075565815,0.07185818661174112
flt,cayley_hamilton_two,0.67085093,0.6969182,-0.026067257,0.012612427787850896
flt,toK_injective,0.7612689,0.6921941,0.06907481,0.0
flt,exists_isPrimitiveRoot,0.7328601,0.76230484,-0.029444754,0.0
flt,sub_one_div_one_sub_mem,0.70232236,0.69875896,0.003563404,0.015090677883291936
flt,psi_mem_torsionBy,0.6434026,0.6707355,-0.027332902,0.10724502035034598
flt,theta_eq_zero_imp,0.6876136,0.7662505,-0.078636885,0.016478339432875678
flt,iota_mem_torsionBy,0.64505804,0.6304825,0.014575541,0.010567160199733524
flt,exists_eq_pow_smul_of_forall_psiK_eq_zero,0.68650454,0.7096222,-0.023117661,0.018458592077409852
flt,tate_finite_free,0.6424467,0.753168,-0.11072129,0.0
flt,eigenLattice_hTa,0.58110297,0.6805229,-0.09941995,1.4036036864150954
flt,kt_pack,0.5489296,0.61632454,-0.06739497,2.4599162753095216
flt,qCoeff_mem_of_forall_qCoeff_one_mem,0.6602043,0.7902107,-0.13000643,0.01954934166882949
flt,qCoeff_alSlash_coe_sum_smul,0.66208446,0.6918493,-0.029764831,0.011229335038955955
flt,solution,0.6090741,0.67503583,-0.06596172,0.7013535849100497
flt,slashV_slashV_inv,0.67569435,0.7813934,-0.10569906,0.021612370596154194
flt,slashV_smul,0.71101415,0.7759074,-0.064893246,0.0
flt,conj_gL_mem_Gamma,0.6405903,0.6030074,0.037582934,0.08014888345374704
flt,T_zpow_mem_Gamma1,0.70689774,0.7890382,-0.082140446,0.0
flt,induct,0.61103976,0.61632454,-0.005284786,0.21657661959230473
flt,gammaLift_mem_GammaH_of_mem,0.63677174,0.5965978,0.040173948,0.0
flt,stab_injective,0.6172229,0.64612436,-0.028901458,1.6990710317807018
flt,mem_maximalIdeal_of_map_mem,0.72956705,0.7752094,-0.045642376,0.0
flt,exists_unitRoot_of_algEquiv,0.6694182,0.6599401,0.009478092,0.04921067776958271
flt,conj_mem_map_subtype,0.7162633,0.6474533,0.068809986,0.0
flt,delta_mul_eq,0.66292655,0.6502669,0.012659669,0.030941724809841392
flt,mul_apply_00,0.74508685,0.73286355,0.012223303,0.0
flt,dd_sigP,0.72473,0.7982311,-0.07350111,0.0
flt,tsum_Λ_inv,0.7549239,0.7065917,0.048332155,0.03185854971112427
flt,Adm.sub,0.75722474,0.71775573,0.039469004,0.0
flt,continuous_dens,0.6898398,0.7440287,-0.054188907,0.027394163752233164
flt,integral_cosum_self,0.62424517,0.6805229,-0.056277752,0.025210286080291088
flt,dvd_sandwich_01,0.66548175,0.6663841,-0.0009023547,0.031090846738639582
flt,solution,0.590273,0.7221943,-0.13192129,2.833667057384272
flt,evK_mul_ne_zero,0.6939248,0.6872032,0.006721556,0.014579125492892963
flt,bdd_of_mul_tendsto_one,0.70826066,0.7663886,-0.05812794,0.0
flt,alSlash_eq_slash_heckeDiagMatrix_of_lowerLevel,0.6286181,0.69054866,-0.061930537,0.0
flt,charpoly_ind_map,0.69464326,0.69054866,0.0040946007,0.010619343918467668
flt,eq_zero_of_forall_baseChange_eq_zero,0.6752956,0.71091616,-0.03562057,0.027394163752233164
flt,coe_torus,0.6590427,0.7178919,-0.058849156,0.02899476879329254
flt,aeval_charpoly_torus,0.6301149,0.6235135,0.006601393,0.0
flt,not_isRoot_charpoly_torus,0.6125899,0.71226466,-0.09967476,0.04452359406569167
flt,exists_finrank_eq_pow,0.71367353,0.7221943,-0.008520782,0.3953027418074686
flt,red_comp,0.73094887,0.75171316,-0.020764291,0.0
flt,isIntegral_of_mem,0.75365883,0.6731907,0.08046812,0.0
flt,isIntegral_coe_intermediateField,0.74757934,0.7797533,-0.03217399,0.0
flt,trace_elt,0.70402086,0.74740994,-0.043389082,0.0
flt,pow_pow_eq,0.75997454,0.77518886,-0.015214324,0.0
flt,sseq_succ,0.7305761,0.7977994,-0.06722331,0.0
flt,dtl_app,0.7083355,0.7464124,-0.038076878,0.0
flt,neg_one_pow_eq_of_even_add,0.793574,0.8251144,-0.031540453,0.023502012873620505
flt,drinfeldForm_mem_pow,0.60774475,0.813574,-0.20582926,0.01268683782171334
flt,mem_𝔫_iff,0.6534154,0.6920446,-0.038629234,0.0
flt,toSubring_Radj,0.6740357,0.7619909,-0.08795518,0.0
flt,apply_hFunctionFieldAction_comm,0.61748713,0.67447066,-0.05698353,0.33213696818407934
flt,solution,0.5766912,0.7497281,-0.17303687,1.1806297545500386
flt,eisSummand_natCast,0.69785964,0.71895504,-0.021095395,0.019114906067972035
flt,hasSum_geom_shift,0.71777457,0.8341211,-0.11634654,0.0
flt,isUnit_of_norm_eq_one,0.71430314,0.7203722,-0.006069064,0.02299928633167209
flt,solution,0.6460561,0.6900571,-0.044000983,0.0
flt,U_eq_ker,0.7388501,0.75980175,-0.020951629,0.05444373768346094
flt,nser_zero,0.734639,0.7435157,-0.008876681,0.03185854971112427
flt,nser_succ,0.7322453,0.7828666,-0.05062127,0.0
flt,constantCoeff_nser,0.714137,0.80053073,-0.086393714,0.0
flt,map_π₁_pairS,0.69907725,0.75165206,-0.052574813,0.018781016963444024
flt,map_π₂_pairS,0.71180815,0.75480497,-0.042996824,0.0
flt,_root_.FreyPackage.modularRepOfNewLevelLE_of_modularRepOfLevel,0.66695136,0.7472047,-0.08025336,0.030941724809841392
flt,solution,0.64379644,0.80301917,-0.15922272,0.0
flt,ν_mk_negPolynomial,0.68128306,0.82728326,-0.1460002,0.0
flt,evalEval_eq_zero_of_mk_eq_zero,0.6804755,0.6942135,-0.013738036,0.0
flt,prodHom_apply,0.7605507,0.7173576,0.043193102,0.0162296074016718
flt,exists_red_eq,0.6701855,0.83687973,-0.16669422,0.0
flt,mul_entry_mem_of_right,0.7198029,0.7637668,-0.04396391,0.0
flt,exists_forall_mem_pow_of_forall,0.69255376,0.64980334,0.04275042,0.1000372358392237
flt,solution,0.57059276,0.64612436,-0.0755316,2.126682458424371
flt,residual_sub_one_sq_eq_zero_of_charpoly,0.66407585,0.7150504,-0.050974548,0.02402720832705043
flt,Equiv.eq_conj,0.67829144,0.6548109,0.023480535,0.0
flt,Equiv.charpoly_apply_eq,0.66166127,0.70592225,-0.04426098,0.0
flt,isUnramifiedAt_of_isEquiv,0.6684495,0.70031744,-0.03186792,0.0
flt,eq_of_quadratic_eq,0.7051006,0.7731853,-0.06808472,0.08240137525682327
flt,det_linRep,0.70964557,0.7048481,0.0047974586,0.0
flt,coords_zero,0.6919932,0.701481,-0.009487808,0.015305493604304162
flt,solution,0.62649405,0.67447066,-0.047976613,3.5130569484756413
flt,restr_fac,0.7225041,0.7480661,-0.025562048,0.0
flt,ρ_fac,0.6475972,0.66689575,-0.019298553,0.0
flt,hak_pullback,0.68796885,0.71034646,-0.02237761,0.0
flt,coords_restrict,0.68194216,0.71209955,-0.030157387,0.0328313670873077
flt,nilEval_level,0.62204117,0.70203793,-0.079996765,0.0
flt,K3_core,0.62209654,0.67447066,-0.052374125,2.145812989116279
flt,imageιOver_coe,0.77135324,0.6931674,0.07818586,0.03050282027246987
flt,incl_invPt,0.6793983,0.81425655,-0.13485825,0.012993470186896979
flt,toA'_coe,0.7057441,0.6501423,0.055601776,0.0
flt,mul_mem,0.7313269,0.72085357,0.010473311,0.0
flt,bigProd_equiv,0.6609882,0.68028194,-0.019293725,0.029060074312024557
flt,comp_eq_transition,0.6450786,0.68189776,-0.03681916,0.018699359336617233
flt,comp_actInv,0.64327604,0.6913988,-0.048122764,0.040046087888012276
flt,shear_unshear,0.6899327,0.7619909,-0.0720582,0.0
flt,pt_snd,0.7253548,0.6826013,0.042753518,0.0
flt,cancel_aux,0.7123481,0.7598959,-0.047547817,0.0
flt,eigenMul_smul_right,0.698156,0.71222025,-0.014064252,0.0
flt,inv_natural,0.71058035,0.7192675,-0.008687139,0.025856978145424158
flt,val_of_le,0.64931977,0.72715104,-0.07783127,0.0
flt,exists_continuousLinearEquiv_hasFDerivAt_prodMk_fst,0.7018749,0.6479754,0.053899527,0.38140270097142875
flt,valued_princ_of_dvd,0.5979966,0.6830696,-0.085072994,0.025225072510832895
flt,moduleFinite_coeffH1par,0.66572565,0.647408,0.01831764,0.018618408715539596
flt,pushPar_apply_coe,0.6691445,0.6933968,-0.024252295,0.0
flt,exists_isCoeffMap,0.71674716,0.68342257,0.0333246,0.0
flt,componentProj_eq_zero_of_mem,0.67636985,0.7323253,-0.05595547,0.0
flt,single_sub_one_pow_mem,0.6793264,0.68577015,-0.006443739,0.19270313069667674
flt,lift_comp_apply,0.73527277,0.7078773,0.027395487,0.11202599402485407
flt,exists_mem_mul_apply_eq_one,0.66625583,0.6624179,0.003837943,0.005948586845526471
flt,assoc_mul,0.72648925,0.7608015,-0.03431225,0.017845851576503376
flt,rTcB_tmul,0.72358745,0.79220974,-0.06862229,0.0
flt,lTcB_tmul,0.72034985,0.79220974,-0.071859896,0.0
flt,counitQuot_mk,0.7100788,0.7815709,-0.071492136,0.0
flt,glue_comul_mem_span,0.67773426,0.6448308,0.032903433,0.0
flt,gact_tmul,0.7210755,0.7479459,-0.02687043,0.0
flt,kerInf_le_comap_gactA,0.63842595,0.738044,-0.09961808,0.0
flt,quotDMA_mk,0.7052329,0.7211026,-0.015869677,0.09558963803168483
flt,transl_comp_iR',0.67067325,0.6826013,-0.011928022,0.0
flt,algHom_ext_iR,0.7240164,0.71905214,0.004964292,0.0
flt,transl₃_Dpt_of_eq,0.64355075,0.7497804,-0.10622966,0.0
flt,genericFibreEquiv_apply,0.6647412,0.6984076,-0.033666372,0.0
flt,isUnit_toConv,0.7219869,0.73175174,-0.00976485,0.0
flt,isUnit_pt,0.7093776,0.7869729,-0.07759529,0.0
flt,pairChar_tmul,0.690237,0.7632821,-0.073045135,0.0
flt,ψ₀_pt_add,0.6864718,0.6448308,0.041640997,0.0
flt,D_nsmul_sub_mem,0.73889434,0.7435984,-0.004704058,0.0
flt,map_E_eq,0.7537473,0.7893218,-0.035574496,0.0
flt,rowReducerMat_apply_zero_one,0.74087113,0.7530838,-0.012212694,0.0
flt,lowerUnip_mem_elementarySubgroup,0.65943426,0.71735126,-0.057917,0.0
flt,slToAway_mennickeB_inv_coe,0.65633374,0.7888867,-0.13255298,0.014678642478049802
flt,slToAway_mennickeB_eq_unipotent_word,0.63561565,0.6743318,-0.038716137,0.0
flt,mennickeU_pow_conj_lowerUnip,0.6932167,0.6603333,0.032883406,0.0
flt,slToAway_mennickeA_eq_lowerUnip_one,0.67523515,0.7145382,-0.039303064,0.0
flt,exists_generator_commutingExponents,0.6635383,0.7902107,-0.12667245,0.01954934166882949
flt,mennickeLemma21_iff_commutator,0.6417701,0.75185835,-0.11008823,0.060579013666568045
flt,mem_of_pow_mem_of_pow_mem_of_coprime,0.7371875,0.7426925,-0.005504966,0.0
flt,dirichlet_exists_int_add_mul_eq_neg_prime,0.7000748,0.74426067,-0.044185877,0.04575518940538818
flt,main,0.67050153,0.67503583,-0.004534304,0.062335169561136314
flt,exists_le_adjoin_rootOfUnity,0.64876425,0.68577015,-0.0370059,0.01686606899609488
flt,solution,0.65833235,0.6599401,-0.0016077757,0.019373219080360448
flt,isHausdorff_of_pow_le,0.72672534,0.708784,0.017941356,0.0
flt,solution,0.60024464,0.64612436,-0.04587972,0.2871476123473189
flt,valuationSubring_equiv_primesOver,0.6595255,0.67447066,-0.014945149,1.3809685168231176
flt,solution,0.64094174,0.7221943,-0.081252575,0.5461795269098326
flt,apply_eq_zpow_of_transfer,0.71396977,0.6890683,0.02490145,0.028295313148726086
flt,ker_inf_closure_le_of_transfer,0.6615976,0.7050368,-0.04343921,0.12638259167861815
flt,admissibleExp_pos,0.65012705,0.731092,-0.08096492,0.0
flt,natCard_residue_eq_pow,0.6870707,0.7190096,-0.03193885,0.0
flt,galEquivProd_apply,0.6520318,0.74166954,-0.08963776,0.01762643289630912
flt,firstPrimeOf_notMem,0.6886327,0.7507514,-0.06211865,0.0
flt,frobC_fst_eq,0.62483126,0.68530303,-0.060471773,0.015811929868381192
flt,crtUnits_snd_eq_unitsMap,0.709763,0.7260014,-0.016238391,0.0
flt,IsRayUnit.valuation_eq_one,0.6688826,0.75898725,-0.09010464,0.025448968890169354
flt,continuousOn_kb,0.7089869,0.78220785,-0.07322097,0.0
flt,solution,0.56806123,0.73456585,-0.16650462,0.4103347841340822
flt,realComponent_mul_adelicArchGLInclAt_of_ne,0.6237335,0.6502669,-0.026533365,0.015639434558988006
flt,compAt_mul_adelicArchGLInclAt,0.6163228,0.73096776,-0.114644945,0.010215756853355358
flt,iwasawaSectionGL_coe,0.6285876,0.704985,-0.07639742,0.01419419525408117
flt,continuous_sectionAt,0.6168047,0.68530303,-0.06849831,0.023761708879415266
flt,integrable_monomial_term,0.67573965,0.6661879,0.009551764,0.040046087888012276
flt,IsGaussPoly.fourier,0.6761993,0.76475245,-0.08855313,0.0
flt,IsGaussPoly.comp_mul_left,0.7300638,0.76323646,-0.033172667,0.0
flt,Cls.swap,0.743035,0.7387471,0.0042878985,0.0
flt,InSpan.integrable,0.73992276,0.7515146,-0.011591852,0.02811037117713313
flt,cint_const_mul,0.78950024,0.80389357,-0.01439333,0.0
flt,bigprof_nonneg,0.6976568,0.7849639,-0.087307096,0.0
flt,entire_eq_of_eqOn_open,0.6997814,0.73193294,-0.03215152,0.011056131158762203
flt,Cls.differentiable_E_snd,0.67106944,0.8441898,-0.17312038,0.014985515510806235
flt,isPoly_expo,0.71996754,0.806851,-0.086883485,0.14836315211787277
flt,gaussW_ne_zero,0.7344812,0.7507514,-0.01627016,0.0
flt,exp_split,0.71541244,0.8130902,-0.09767777,0.07051165383550732
flt,integrable_one_add_abs_pow_mul_exp,0.70594126,0.8192566,-0.113315344,0.0
flt,contDiff_coord,0.74289346,0.760067,-0.017173529,0.0
flt,sgnW_mul_sgnW_of_ne,0.7124519,0.8233795,-0.11092764,0.0
flt,zetaIntegrand_odd_comb,0.66049224,0.8026085,-0.14211625,0.008223385827787809
flt,gaussPoly_C_mul,0.7286029,0.7649433,-0.036340415,0.0
flt,fourier_gaussPoly,0.6364926,0.6030074,0.033485234,0.06699647075054502
flt,measurable_modulus_inv_ennreal,0.7123164,0.7946922,-0.082375824,0.02228426960908157
flt,Cls.differentiableX,0.6881036,0.7238274,-0.035723805,0.019819612865488
flt,Cls.E₁_of_re_lt_one,0.6702197,0.6946049,-0.024385154,0.010725272973114298
flt,archFactor_twist_principal',0.6162607,0.7608015,-0.14454079,0.0
flt,det_weyl,0.69396925,0.818052,-0.124082744,0.0
flt,AgreesWith.contDiffOn,0.70231926,0.72150826,-0.019189,0.0
flt,archDirMatrix_E,0.6707015,0.7768478,-0.106146276,0.0
flt,archDirMatrix_Fm,0.6602459,0.73499876,-0.07475287,0.03554482205097923
flt,mulDir_one,0.77589095,0.80883586,-0.032944918,0.03614224191129498
flt,integrable_monomial_term,0.67532176,0.6661879,0.009133875,0.040046087888012276
flt,isOpen_re_pos,0.75014687,0.83852756,-0.088380694,0.0
flt,complexTestFun_natCast,0.7740857,0.7290126,0.045073092,0.0
flt,FC_complexTestFun',0.68605924,0.80301917,-0.11695993,0.0
flt,IsGaussPolyC.comp_mul_left,0.7190826,0.7119191,0.007163465,0.015305493604304162
flt,gexpC_swap,0.70335627,0.7397963,-0.036440015,0.01111326904117425
flt,integrableOn_mul_radG,0.6721239,0.74980557,-0.07768166,0.01323335113682238
flt,Gammaℂ_shift_ne_zero,0.7081553,0.70519906,0.0029562116,0.0
flt,ClsC.E₁C_F₂C,0.6264933,0.74426067,-0.11776739,0.04575518940538818
flt,_root_.P2MW.S_LanglandsTunnell_Converse_exists_archDatumC_W_ne_zero.TateComplex.W3C.ClsC.conj_linear_mul,0.62890524,0.7470461,-0.11814088,0.0
flt,ofReal_norm_sq_cpow_eq_quasiChar,0.70633376,0.8130902,-0.10675645,0.10491899224537297
flt,psi_neg_eq_psiComplex,0.73559463,0.78704786,-0.051453233,0.0
flt,wirt_apply,0.7326822,0.7809888,-0.048306584,0.029257767970944676
flt,isPoly_expo,0.7191087,0.806851,-0.08774233,0.14836315211787277
flt,norm_le_of_gen_le,0.6987589,0.74178684,-0.043027937,0.0
flt,integrable_phiFam_list_sum,0.6356791,0.74741095,-0.11173183,0.020677205209211638
flt,norm_fourier_slice_le,0.66366833,0.67387897,-0.010210633,0.0328313670873077
flt,norm_pow_le_one_add_pow,0.78652835,0.7127042,0.07382417,0.0
flt,norm_fkerC,0.69563144,0.64290714,0.0527243,0.0387472243902215
flt,fourier_eq_C,0.68293846,0.77993155,-0.09699309,0.07546082235700387
flt,tIntC_gate_core,0.58985037,0.6285521,-0.038701713,0.3227425086283742
flt,isOpen_glSet,0.73490137,0.80545056,-0.07054919,0.0
flt,ZC_F₁C_PsiC_one_ne_zero,0.63965714,0.7410773,-0.101420164,0.015415211340665645
flt,norm_A2,0.7217234,0.7104103,0.011313081,0.0
flt,sheets,0.6738397,0.67503583,-0.001196146,0.048638226608640964
flt,ae_pos_prod,0.7307227,0.8252632,-0.09454048,0.0
flt,exists_bound_Fp₂,0.618014,0.71524715,-0.097233176,0.0
flt,one_lt_absNorm,0.75774455,0.7659158,-0.00817126,0.0
flt,localChar_eq_comp,0.6892634,0.67822343,0.011039972,0.0
flt,coe_eZ,0.6576818,0.62519765,0.032484174,0.0
flt,integrableOn_Zall,0.6789987,0.7569533,-0.07795459,0.012612427787850896
flt,moment_zero,0.7200421,0.7262082,-0.0061661005,0.011718899702056541
flt,x_moment,0.6862572,0.6252548,0.061002374,0.09776286992295026
flt,sigmaCompactSpace_generalLinearGroup,0.6232506,0.75247306,-0.12922245,0.021831789276348452
flt,sigmaFinite_of_isHaarMeasure,0.6777767,0.7532283,-0.07545161,0.011655382318660213
flt,glArch_finFactor,0.6405686,0.772803,-0.1322344,0.0
flt,ratArchGL2_one,0.75445324,0.7217985,0.032654762,0.0
flt,continuous_adelicArchGLIncl,0.66058016,0.7488001,-0.08821994,0.0
flt,continuous_archRealGLAt,0.6765483,0.7308231,-0.054274797,0.0
flt,integral_withDensity_mul_comp_eq_mul,0.72477037,0.73456585,-0.009795487,0.3443660290497571
flt,lintegral_map_val_mul_eq_one,0.7105329,0.8088228,-0.09828991,0.012993470186895069
flt,coeff_le,0.7661486,0.7893218,-0.023173153,0.0
flt,omega3T_eq,0.65920794,0.7619909,-0.102782965,0.0
flt,ofRealAdele_realCoordinate,0.63834643,0.70519906,-0.06685263,0.020191817587037947
flt,fst_coe_mul_finEmbedN,0.65088385,0.71298516,-0.062101305,0.05567722724189839
flt,entryMonomial_mul,0.7320908,0.6816391,0.050451696,0.010119608196999152
flt,of_gram,0.6737255,0.77336276,-0.09963727,0.0
flt,hasFDerivAt_integral_of_dominated_all_orders,0.72383773,0.7497281,-0.02589035,0.17066050086349172
flt,continuousAt_invArray_one,0.6969063,0.7919609,-0.09505457,0.030076193394098172
flt,isArchSmooth3_foldr,0.6431023,0.77517205,-0.13206977,0.009370005122930038
flt,coe_archRealLift3,0.611107,0.7646755,-0.1535685,0.0
flt,lie_K3,0.688491,0.7616543,-0.07316333,0.0
flt,continuous_dual_torus_unipotent,0.6019492,0.6973331,-0.09538388,0.010215756853355358
flt,extendFun_apply_of_mem,0.7379791,0.76537615,-0.027397037,0.0
flt,IsInvariantUnder.mul,0.7416971,0.7596186,-0.017921507,0.0
flt,descend_zero,0.7305007,0.6894709,0.04102981,0.0
flt,cosetSum_smul,0.7442315,0.6767124,0.06751913,0.0
flt,isLocallyConstant_inv,0.73551357,0.7175405,0.017973065,0.0
flt,translate_sub_smul_mem_twistedSpan,0.66671556,0.78411806,-0.117402494,0.0
flt,mul_char_inv_mem_twistedSpan,0.6859508,0.70779765,-0.02184683,0.0
flt,ofCompactOpen_ref,0.6533445,0.6951689,-0.0418244,0.01720339393888494
flt,exists_isOpen_addSubgroup_prod_subset,0.709184,0.6216768,0.08750719,0.009209490621597026
flt,cycle132Right23_neg_comp,0.6681963,0.75909173,-0.090895414,0.014579125492892963
flt,refl12Right13_torus,0.65538245,0.7156119,-0.06022942,0.0
flt,refl23Right23_torus,0.66819406,0.7637151,-0.09552103,0.0
flt,continuous_torusRatio12,0.68293625,0.77993155,-0.096995294,0.048875121433819405
flt,toLin_opOfMapLast,0.6854379,0.6924434,-0.007005453,0.013482255908599602
flt,cycle123Homeo_torus,0.649051,0.77026945,-0.12121844,0.0
flt,cycle132Homeo_torus,0.64045,0.77026945,-0.12981945,0.0
flt,refl12_apply_eq_zero,0.59618914,0.6260374,-0.029848278,0.050108972641876075
flt,rescale_mul_eq_add,0.72705775,0.772803,-0.045745254,0.0
flt,cycle132_fibre_sub_mem_of_eq,0.5897049,0.7050368,-0.11533195,0.5282460823432106
flt,involution_torus_mul_cycle123,0.6732996,0.7652213,-0.09192169,0.0
flt,unitriangular_mid_zero_mul_rootGen23',0.6858731,0.72533774,-0.039464653,0.0
flt,det_reflCell23Chart,0.63743544,0.80329335,-0.16585791,0.06685759556735463
flt,isOpen_entry_ne_zero,0.6819661,0.8257105,-0.14374435,0.0
flt,continuousOn_det,0.69613826,0.79117334,-0.095035076,0.04726372175303577
flt,cycleCells_diff_cycleCell123,0.6717498,0.696519,-0.024769247,0.0
flt,reflCell12_eq_inter_closed',0.66463184,0.75503457,-0.09040272,0.0
flt,mul_unitriangular_mem_reflCell23,0.6780085,0.83382016,-0.15581167,0.0
flt,stageOneGL_subset,0.6498721,0.74995476,-0.100082636,0.0
flt,reflCell23_slots_ne_zero,0.61896026,0.68941826,-0.070457995,0.009621549712932094
flt,involutionUnit_preimage_stageTwoGL,0.6531006,0.68342257,-0.030321956,0.0
flt,mem_stageTwoGL_iff_involutionUnit,0.66794175,0.7332653,-0.06532353,0.0
flt,val_involutionHomeomorph_apply,0.6971962,0.71905214,-0.02185595,0.009092667980068159
flt,cycleCell132GL_subset_stageOneGL,0.6116121,0.75946504,-0.14785296,0.0
flt,bigCellGL_union_cycleCell123GL_eq_inter,0.629479,0.6216768,0.0078021884,0.03723751529428246
flt,eq_zero_of_model',0.67955744,0.63448566,0.04507178,0.005006784039159736
flt,totallyDisconnectedSpace_units,0.66269815,0.73163736,-0.06893921,0.0
flt,eq_zero_of_laws_of_not_isLocallyConstant_local,0.61629784,0.6599401,-0.043642282,0.01954934166882949
flt,laws_of_left_of_right,0.6484644,0.6803244,-0.031859994,0.1960657784082791
flt,pderiv_comm,0.7158406,0.7173576,-0.0015169978,0.0
flt,one_mem_of_stable,0.633407,0.61632454,0.017082453,0.5554097779457575
flt,continuous_upperUnipotent2,0.7012105,0.7496642,-0.04845369,0.0
flt,apply_diagonal2_mul,0.6909645,0.76918507,-0.078220546,0.0
flt,hc₀,0.61295,0.8183029,-0.2053529,0.015305493604304162
flt,moment_one,0.71260417,0.70188713,0.010717034,0.03874722439021959
flt,continuous_coef1,0.6957542,0.71971637,-0.0239622,0.0
flt,coe_archRealLift3,0.6121665,0.65679526,-0.04462874,0.0
flt,radicalP21_sub_one_mul_self,0.67949694,0.7570931,-0.07759613,0.0
flt,sum_norm_radicalP21_sub_one_apply,0.6570293,0.7640053,-0.10697603,0.0
flt,window_one_le_K,0.7132096,0.7781519,-0.0649423,0.0
flt,isCompact_unitEntryMatrices,0.6590912,0.8108388,-0.15174764,0.0
flt,finitePartUnits_archPartIdele,0.63576734,0.748243,-0.11247563,0.014579125492892963
flt,eval_gl3LFactorPoly_mul_tsum_sphericalTorusValue,0.57382596,0.70386106,-0.1300351,0.009708426302113273
flt,apply_ratPrimeUnit_eq_apply_uniformizerUnit,0.6374803,0.67275596,-0.035275638,0.027988413838469634
flt,psiLocal_rat_inv_facts,0.59433556,0.7197591,-0.12542355,0.07743730482462036
flt,isRightInvariant_and_isCosetEigenfunction_dualWhittakerFn3,0.5602213,0.67447066,-0.11424935,1.3005471091674417
flt,setIntegral_units_eq,0.6791711,0.6539526,0.025218487,0.019114906067972035
flt,map_mul_left_mulMeasure,0.68450177,0.79220974,-0.10770798,0.0
flt,gaussIntegral_of_hasConductorExponentAt_zero,0.6181975,0.7073939,-0.089196384,0.051819682722852756
flt,integral_prod_eq_tsum_setIntegral_unitShell,0.6745087,0.6340448,0.040463865,0.0
flt,dualWhittakerFn3_mul_transposeInv3,0.6647863,0.6725563,-0.007770002,0.0
flt,lowerUnipotent21_mul_iotaGL_diagUnitGL2,0.6602727,0.79970014,-0.13942742,0.010888189202850293
flt,integrable_const_mul_iff_of_ne_zero,0.76000893,0.6747836,0.08522534,0.0
flt,ofReal_cpow_one_sub_mul_cpow_sub_one,0.79029,0.7572645,0.033025503,0.0
flt,integrable_prod_comp_inv_mul_iff,0.6524857,0.75344646,-0.10096073,0.0
flt,sphericalValue_of_not,0.6545161,0.8566254,-0.20210928,0.0
flt,valued_one_le_one',0.70974076,0.70484674,0.004894018,0.0
flt,modulus_cpow_of_mem_unitShell,0.60297495,0.64980334,-0.04682839,0.07290232976086984
flt,localZeta30_torusUnipotentPoint_of_neg,0.6089297,0.7653059,-0.15637618,0.0
flt,exists_valued_eq_exp_of_ne_zero,0.67916906,0.70395166,-0.024782598,0.015526513469173837
flt,gaussIntegral_inv_eq_zero_of_valued_ne,0.6344825,0.67275596,-0.038273454,0.0
flt,coe_addCharUnitSetValue_of_lt,0.71747184,0.79234475,-0.07487291,0.01946088189904032
flt,norm_ite_closed_form_le,0.6239269,0.6285521,-0.004625201,0.5660703759527513
flt,componentAt3_localToAdelic3_of_ne,0.5941844,0.6030074,-0.008822978,0.11913024282959693
flt,lastRowSup_pos,0.69220006,0.71449727,-0.022297204,0.0
flt,mixedPattern_mul,0.6935517,0.79970014,-0.10614842,0.010888189202850293
flt,diagonal_entry_ne_zero,0.6946186,0.7607902,-0.066171646,0.0
flt,norm_varpi_pos,0.72951394,0.7602377,-0.03072375,0.19127381009012873
flt,exists_rootSize_bound,0.56687075,0.6285521,-0.06168133,2.564462083745345
flt,map_coeffFn_span_range,0.6713017,0.66976327,0.0015384555,0.009494111551600634
flt,Nf_upperUnipotent2_mul,0.6966447,0.7119191,-0.0152744055,0.0
flt,coe_unipotent,0.67574394,0.7175672,-0.041823268,0.0
flt,inv_unipotentGL2,0.7352568,0.7387471,-0.0034903288,0.0
flt,setCol2_e0,0.6805908,0.7616543,-0.08106351,0.0
flt,matFourier22_lower_eq,0.62936485,0.74741095,-0.118046105,0.020877957913011363
flt,solution,0.62914264,0.68577015,-0.056627512,0.025053636087623753
flt,transposeInv3_mul,0.7149679,0.7759074,-0.06093949,0.0
flt,transposeInv3_transposeInv3,0.70148885,0.73203444,-0.030545592,0.0
flt,minor_le_minorSup_02,0.6240532,0.8232854,-0.19923222,0.023502012873620505
flt,minor_le_minorSup_12,0.63806367,0.72151613,-0.08345246,0.0
flt,lastRowSup_mul_eq,0.7040268,0.76323646,-0.059209645,0.0
flt,minorEucl_pos,0.7202443,0.7711092,-0.050864935,0.0
flt,root₂_sup_le,0.68326867,0.6890683,-0.005799651,0.0
flt,finRoot₁_pos,0.63939416,0.7616543,-0.12226015,0.0
flt,norm_le_one_of_valued_le_one,0.69253546,0.73429984,-0.04176438,0.01587027700174085
flt,gM_one_zero,0.7046763,0.7768478,-0.07217151,0.03739942567898362
flt,ne_ej_aux,0.64907986,0.6777448,-0.028664947,0.0
flt,ne20,0.7138481,0.77651465,-0.062666535,0.32155495075718454
flt,realise_eq,0.68306243,0.68664134,-0.0035789013,0.04674994495609206
flt,mv_eq_of_forall_eval_rpow_eq,0.71780705,0.71772486,8.2194805e-05,0.007252663783455489
flt,polynomial_eval,0.7314812,0.7605718,-0.029090583,0.0
